run,contamination_mode,intensity_factor,scenario,model,window_type,n_windows,wis_clean,wis_contaminated,wis_degradation,wis_degradation_relative
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,B4_plain,censored,3167,0.2929304943914326,0.2843295023405179,-0.008600992050914691,-0.029361886917179374
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,B4_plain,clean,6755,0.0789100271792011,0.07804026402899794,-0.000869763150203165,-0.011022213288914121
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,B4,all,9922,0.1482781651258342,0.14715135679414598,-0.0011268083316882116,-0.0075992869936848855
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,B4,censored,3167,0.2955770972181014,0.2925663468191817,-0.0030107503989196815,-0.010186007059600086
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,B4,clean,6755,0.07921884344763873,0.07897529855442904,-0.0002435448932096851,-0.003074330331149822
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,B6,all,9922,0.10524703913320038,0.10538702435964953,0.00013998522644914635,0.0013300633215152153
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,B6,censored,3167,0.17309619894055378,0.17338931254941395,0.00029311360886016824,0.001693356703695336
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,B6,clean,6755,0.07343678167799858,0.07350497451553646,6.819283753788097e-05,0.000928592402604039
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,BQR,all,9922,0.13362668924475932,0.13296372435376502,-0.0006629648909942942,-0.0049613209362686875
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,BQR,censored,3167,0.25659309302618116,0.254293937955721,-0.0022991550704601904,-0.008960315507111483
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,BQR,clean,6755,0.07597537898927995,0.0760795220625149,0.00010414307323496075,0.001370747663524722
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,BT,all,9922,0.09256984825846581,0.09121145936612599,-0.001358388892339829,-0.014674204591402687
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,BT,censored,3167,0.13107540275846272,0.1287186362542139,-0.0023567665042488195,-0.017980234694313445
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,BT,clean,6755,0.07451698503100612,0.07362667339949763,-0.0008903116315084891,-0.011947767762450871
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,ORACLE,all,9922,0.07515151749506392,0.0750955318267923,-5.598566827162699e-05,-0.0007449705626410568
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,ORACLE,censored,3167,0.06184540351345209,0.06174932731877757,-9.607619467452005e-05,-0.001553489656731278
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,ORACLE,clean,6755,0.08138992800280109,0.08135273829265205,-3.718971014904371e-05,-0.0004569325844318697
