run,contamination_mode,intensity_factor,inference_role,family,scenario,reference,challenger,window_type,n_windows,n_clusters,difference_reference_minus_challenger,ci_low,ci_high,sign_flip_p_two_sided,advantage_retained
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_persistence,S5_wind_triggered,B0_persistence,B6,all,9922,20,0.094934000501984,0.07206360697195902,0.11124155228902614,9.99990000099999e-06,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_persistence,S5_wind_triggered,B0_persistence,B6,censored,3167,15,0.16291292987559206,0.14036641450203985,0.17166081933809668,6.103515625e-05,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_persistence,S5_wind_triggered,B0_persistence,B6,clean,6755,20,0.06306290215613398,0.057093579015756325,0.06956607002667244,9.99990000099999e-06,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_persistence,S5_wind_triggered,B0_persistence,B6,all,9922,20,0.09479401527553484,0.0719329863845753,0.11114973965656579,9.99990000099999e-06,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_persistence,S5_wind_triggered,B0_persistence,B6,censored,3167,15,0.16261981626673191,0.13986669197962254,0.1714475168056012,6.103515625e-05,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_persistence,S5_wind_triggered,B0_persistence,B6,clean,6755,20,0.0629947093185961,0.05701305583124803,0.06946175404813451,9.99990000099999e-06,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,oracle_gap_report_not_confirmatory,S5_wind_triggered,B6,ORACLE,all,9922,20,0.03009552163813647,0.010110912535611992,0.0452793831573027,0.0023299767002329975,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,oracle_gap_report_not_confirmatory,S5_wind_triggered,B6,ORACLE,censored,3167,15,0.11125079542710167,0.09129903107036677,0.11897196645244343,6.103515625e-05,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,oracle_gap_report_not_confirmatory,S5_wind_triggered,B6,ORACLE,clean,6755,20,-0.007953146324802512,-0.011585991751526217,-0.004609956563800274,3.999960000399996e-05,False
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,oracle_gap_report_not_confirmatory,S5_wind_triggered,B6,ORACLE,all,9922,20,0.030291492532857244,0.01020663324256297,0.04550047198529919,0.0008899911000889991,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,oracle_gap_report_not_confirmatory,S5_wind_triggered,B6,ORACLE,censored,3167,15,0.11163998523063635,0.09095794442382306,0.11945697812904207,6.103515625e-05,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,oracle_gap_report_not_confirmatory,S5_wind_triggered,B6,ORACLE,clean,6755,20,-0.007847763777115581,-0.011652328400352548,-0.004334893477346892,4.999950000499995e-05,False
